Indicator,Country,ISO3,Land_Type,Season,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2020-12-01,4.636,2020,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2020-12-11,4.207,2020,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2020-12-21,5.765,2020,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-01-01,6.824,2021,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-01-11,4.475,2021,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-01-21,4.186,2021,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-02-01,3.626,2021,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-02-11,2.421,2021,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-02-21,2.685,2021,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-03-01,2.173,2021,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-03-11,2.079,2021,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-03-21,1.923,2021,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-04-01,2.433,2021,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-04-11,2.557,2021,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-04-21,2.604,2021,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-05-01,2.669,2021,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-05-11,3.29,2021,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-06-21,5.682,2021,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-07-01,7.438,2021,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-07-11,0,2021,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-09-01,0,2021,9,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-09-11,0,2021,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-09-21,0.176,2021,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-10-01,0.239,2021,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-10-11,0.978,2021,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-10-21,0.85,2021,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-11-01,2.407,2021,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-11-11,5.535,2021,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-11-21,6.594,2021,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-12-01,10.191,2021,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-12-11,9.495,2021,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2021-12-21,11.621,2021,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-01-01,10.137,2022,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-01-11,13.726,2022,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-01-21,27.387,2022,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-02-01,32.751,2022,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-02-11,19.094,2022,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-02-21,11.251,2022,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-03-01,19.223,2022,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-03-11,15.23,2022,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-03-21,16.647,2022,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-04-01,13.156,2022,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-04-11,13.628,2022,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-04-21,11.262,2022,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-05-01,12.3,2022,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-05-11,13.114,2022,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-05-21,14.854,2022,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-06-01,17.959,2022,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-06-11,18.701,2022,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-06-21,22.266,2022,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-07-01,15.385,2022,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-07-11,3.846,2022,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-01-01,20,1984,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-01-11,19.231,1984,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-01-21,17.647,1984,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-02-01,4.762,1984,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-02-11,0,1984,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-02-21,0,1984,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-03-01,0,1984,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-03-11,0,1984,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-03-21,0,1984,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-04-01,0,1984,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-04-11,0,1984,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-04-21,0,1984,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-05-01,0,1984,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-05-11,0,1984,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-05-21,0,1984,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-06-01,0,1984,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-06-11,0,1984,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-06-21,0,1984,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-07-01,0,1984,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-07-11,0,1984,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-07-21,0,1984,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-09-11,0,1984,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-09-21,0,1984,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-10-01,0,1984,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-10-11,0,1984,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-10-21,0.752,1984,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-11-01,7.343,1984,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-11-11,8.654,1984,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-11-21,9.176,1984,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-12-01,9.334,1984,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-12-11,7.513,1984,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1984-12-21,5.279,1984,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-01-01,2.043,1985,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-01-11,0.431,1985,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-01-21,0.038,1985,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-02-01,0.009,1985,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-02-11,0.04,1985,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-02-21,0.044,1985,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-03-01,0.039,1985,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-03-11,0.063,1985,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-03-21,0.052,1985,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-04-01,0.036,1985,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-04-11,0.052,1985,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-04-21,0.069,1985,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-05-01,0.066,1985,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-05-11,0.034,1985,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-05-21,0,1985,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-06-01,0,1985,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-06-11,0,1985,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-06-21,0,1985,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-07-01,0,1985,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-07-11,0,1985,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-07-21,0,1985,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-09-11,100,1985,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-09-21,100,1985,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-10-01,83.019,1985,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-10-11,55.425,1985,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-10-21,49.377,1985,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-11-01,27.112,1985,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-11-11,23.568,1985,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-11-21,28.681,1985,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-12-01,33.265,1985,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-12-11,36.409,1985,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1985-12-21,36.762,1985,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-01-01,36.733,1986,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-01-11,27.702,1986,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-01-21,20.703,1986,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-02-01,16.578,1986,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-02-11,14.644,1986,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-02-21,13.319,1986,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-03-01,12.692,1986,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-03-11,12.61,1986,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-03-21,12.479,1986,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-04-01,12.403,1986,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-04-11,12.589,1986,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-04-21,12.41,1986,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-05-01,9.778,1986,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-05-11,5.231,1986,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-05-21,1.703,1986,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-06-01,0.391,1986,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-06-11,0.05,1986,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-06-21,0,1986,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-07-01,0,1986,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-07-11,0,1986,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-07-21,0,1986,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-09-11,0,1986,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-09-21,8.333,1986,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-10-01,0,1986,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-10-11,0,1986,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-10-21,0.934,1986,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-11-01,2.939,1986,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-11-11,3.406,1986,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-11-21,3.579,1986,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-12-01,3.805,1986,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-12-11,3.665,1986,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1986-12-21,3.716,1986,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-01-01,8.051,1987,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-01-11,9.69,1987,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-01-21,10.76,1987,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-02-01,11.219,1987,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-02-11,12.641,1987,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-02-21,13.761,1987,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-03-01,14.639,1987,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-03-11,19.657,1987,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-03-21,26.817,1987,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-04-01,31.738,1987,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-04-11,34.613,1987,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-04-21,37.79,1987,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-05-01,41.036,1987,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-05-11,43.503,1987,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-05-21,33.724,1987,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-06-01,11.872,1987,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-06-11,7.82,1987,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-06-21,6.822,1987,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-07-01,7.846,1987,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-07-11,4.396,1987,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-07-21,0,1987,7,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-09-11,66.667,1987,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-09-21,75,1987,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-10-01,13.208,1987,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,1987-10-11,0.293,1987,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
